Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
58,72,6088,170234,35,37441,11.973894,https://www.aol.com/
52,70,5481,175256,33,31614,0.66823,https://www.aol.com/
42,67,4580,172062,29,32344,0.657477,https://www.aol.com/
46,68,4940,172253,31,34949,0.640006,https://www.aol.com/
46,69,4940,172723,29,32260,0.877637,https://www.aol.com/
50,70,8093,173089,29,30786,11.912454,https://www.aol.com/
41,66,4490,172443,29,31839,0.615494,https://www.aol.com/
42,62,4063,157136,29,33886,0.629254,https://www.aol.com/
42,68,4580,171989,29,34671,0.636486,https://www.aol.com/
41,66,4490,172245,27,30413,0.614918,https://www.aol.com/
42,68,4580,170003,37,40577,0.990726,https://www.aol.com/
55,68,5750,172198,29,33398,1.27495,https://www.aol.com/
49,66,5284,172177,39,46950,0.691719,https://www.aol.com/
58,67,6020,175569,39,50329,0.859719,https://www.aol.com/
53,65,5652,168595,35,40750,1.481287,https://www.aol.com/
46,67,4733,169494,33,33174,0.647749,https://www.aol.com/
38,70,4220,170009,33,38105,0.636934,https://www.aol.com/
36,68,4040,175298,31,37133,0.658501,https://www.aol.com/
44,67,4794,168530,33,36669,0.910405,https://www.aol.com/
43,67,4670,172157,35,42151,1.327173,https://www.aol.com/
14,13,2132,8778,11,1145,11.574021,https://y2meta.app/en38
8,8,1539,10891,7,1183,0.298501,https://y2meta.app/en38
8,6,1539,10572,7,3573,0.294406,https://y2meta.app/en38
8,7,1539,10718,7,666,0.28935,https://y2meta.app/en38
7,6,1239,7717,7,666,0.279045,https://y2meta.app/en38
8,7,1539,10662,7,666,0.282629,https://y2meta.app/en38
9,8,1629,10838,7,666,0.268868,https://y2meta.app/en38
9,8,1629,10966,7,666,0.287236,https://y2meta.app/en38
9,8,1629,10831,7,666,0.26215,https://y2meta.app/en38
9,7,1629,10649,7,666,0.282631,https://y2meta.app/en38
22,26,6063,45840,17,5446,0.904263,https://y2meta.app/en38
8,7,1539,10727,7,1870,0.298504,https://y2meta.app/en38
8,8,1539,10792,7,666,0.289862,https://y2meta.app/en38
8,8,1539,10784,7,746,0.285191,https://y2meta.app/en38
9,7,1629,10646,7,666,0.267269,https://y2meta.app/en38
8,8,1539,10889,7,666,0.307718,https://y2meta.app/en38
7,7,1239,10714,7,666,0.300102,https://y2meta.app/en38
8,8,1539,10782,7,666,0.275461,https://y2meta.app/en38
9,8,1630,10855,9,859,0.726021,https://y2meta.app/en38
21,15,9088,18821,16,5273,1.153664,https://y2meta.app/en38
