Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
88,157,9333,228364,145,111810,11.63394,2011_304
89,152,9425,226229,131,100856,0.367124,2011_304
90,154,9489,227871,147,114942,0.353876,2011_304
85,153,8977,227777,131,101879,0.365588,2011_304
89,153,9425,227777,145,114252,0.369748,2011_304
86,153,9041,226323,125,96850,0.349203,2011_304
87,153,9153,227777,145,112284,0.385556,2011_304
97,154,10309,227871,131,100843,0.394324,2011_304
95,153,10061,227777,147,113992,0.379924,2011_304
88,154,9265,227871,145,112223,0.356884,2011_304
85,154,8941,227871,123,94143,0.350804,2011_304
92,155,9729,228134,157,121707,0.760916,2011_304
78,154,8229,227871,133,103172,0.347732,2011_304
89,153,9425,226323,149,117487,0.37378,2011_304
91,153,9613,226632,147,113932,0.37634,2011_304
85,151,8977,224681,126,98471,0.364628,2011_304
90,154,9489,227871,141,109962,0.360468,2011_304
98,153,9864,227777,137,107780,0.380436,2011_304
85,153,8965,226323,139,108374,0.357972,2011_304
91,154,9613,227871,155,120487,0.364052,2011_304
240,362,23825,549706,325,260912,0.645716,2012_326
241,360,23933,546610,319,255622,0.688212,2012_326
245,363,24365,551254,339,272436,0.630292,2012_326
227,361,22369,549612,287,229856,0.6237,2012_326
239,359,23681,545062,345,278475,0.623636,2012_326
237,363,23517,551254,365,294883,0.617556,2012_326
231,361,22773,549612,299,239525,0.63906,2012_326
250,359,24981,546516,341,275372,0.64514,2012_326
205,362,19885,549706,303,242448,0.623188,2012_326
213,363,20813,549969,308,245041,1.160852,2012_326
250,363,26477,551254,295,235783,1.113684,2012_326
244,354,24281,538776,295,237420,0.647764,2012_326
240,359,23793,546516,345,277345,0.622164,2012_326
220,361,21601,548158,307,245985,0.635412,2012_326
261,362,26289,551160,279,224468,0.707668,2012_326
250,362,24929,549706,327,262680,0.634452,2012_326
245,362,24293,551160,309,247753,0.614932,2012_326
243,360,24081,548064,363,291115,0.612436,2012_326
240,359,23745,545062,349,280569,0.647188,2012_326
242,363,24021,551254,345,278314,1.345108,2012_326
