Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
378,631,35881,965337,601,485322,0.953939,2016_480
380,626,36193,960196,595,483025,0.9293,2016_480
388,631,36953,968245,627,509436,0.916051,2016_480
405,637,39019,976079,583,473069,1.034323,2016_480
379,635,36057,971698,589,476906,1.336403,2016_480
380,629,36157,965149,543,439056,0.927827,2016_480
386,643,38195,980627,578,465109,1.771136,2016_480
336,636,31397,974531,535,432934,0.93858,2016_480
394,620,37629,951217,589,478316,1.034324,2016_480
355,636,33373,973077,547,440429,0.907347,2016_480
377,633,35877,969887,605,491263,0.923219,2016_480
378,633,35989,969887,559,453300,0.93602,2016_480
378,621,36045,952765,613,498000,0.936532,2016_480
376,625,35793,958957,655,531983,0.922707,2016_480
406,622,39421,954313,517,418541,1.011795,2016_480
376,625,35805,957503,581,471583,0.949332,2016_480
384,622,38755,954313,593,480683,1.800851,2016_480
370,618,35181,946667,569,461262,0.924755,2016_480
375,621,35637,952765,563,455536,0.920659,2016_480
364,625,34351,956218,527,427239,0.936531,2016_480
794,1410,73101,2174100,1335,1088354,1.826899,2018_181
802,1418,73821,2185024,1227,998776,1.858706,2018_181
793,1425,72945,2195860,1351,1100828,1.865362,2018_181
810,1434,74529,2209792,1152,937870,1.868928,2018_181
817,1434,75369,2209792,1303,1062659,1.926803,2018_181
811,1429,74545,2202052,1127,918071,1.842836,2018_181
797,1429,74033,2203506,1297,1058400,1.835666,2018_181
801,1431,73589,2206602,1271,1034937,1.878099,2018_181
815,1415,75193,2181834,1217,990873,1.875603,2018_181
798,1400,73397,2157576,1337,1090495,1.838738,2018_181
802,1415,73517,2181834,1247,1015145,1.842834,2018_181
825,1413,76149,2174545,1359,1104881,1.952403,2018_181
820,1414,75661,2178832,1281,1043712,1.867923,2018_181
837,1426,77561,2197408,1263,1028588,2.111122,2018_181
780,1444,71001,2225272,1217,990641,1.801362,2018_181
808,1436,73832,2213304,1333,1088665,1.913491,2018_181
879,1439,82409,2217532,1441,1175792,1.869972,2018_181
801,1436,73657,2211434,1444,1177204,1.851476,2018_181
823,1442,75946,2222182,1339,1089262,1.866387,2018_181
804,1427,73925,2200101,1351,1101387,1.844883,2018_181
