Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
124,122,12525,361984,49,68401,0.263241,https://uioencryptedtraffic.no/master_files/2012_629
131,122,13779,361916,45,60439,0.265737,https://uioencryptedtraffic.no/master_files/2012_629
123,122,12435,361984,49,68401,0.258569,https://uioencryptedtraffic.no/master_files/2012_629
124,123,12525,361918,57,80956,0.273993,https://uioencryptedtraffic.no/master_files/2012_629
124,123,12525,361928,51,69973,0.282633,https://uioencryptedtraffic.no/master_files/2012_629
125,122,12615,362062,47,65223,0.262665,https://uioencryptedtraffic.no/master_files/2012_629
124,124,12525,362083,49,69858,0.255497,https://uioencryptedtraffic.no/master_files/2012_629
125,123,12615,362071,43,60324,0.264265,https://uioencryptedtraffic.no/master_files/2012_629
125,123,12615,361996,43,58867,0.269833,https://uioencryptedtraffic.no/master_files/2012_629
125,122,12615,362062,45,62045,0.267273,https://uioencryptedtraffic.no/master_files/2012_629
125,121,12615,361894,49,69782,0.273929,https://uioencryptedtraffic.no/master_files/2012_629
128,123,12885,362386,48,62549,1.032766,https://uioencryptedtraffic.no/master_files/2012_629
125,122,12615,361916,47,62079,0.271881,https://uioencryptedtraffic.no/master_files/2012_629
126,125,12693,362104,52,70113,0.403454,https://uioencryptedtraffic.no/master_files/2012_629
124,122,12451,361984,49,68401,0.263753,https://uioencryptedtraffic.no/master_files/2012_629
126,125,12705,362181,55,77461,0.263689,https://uioencryptedtraffic.no/master_files/2012_629
125,115,12615,340443,45,63004,0.257033,https://uioencryptedtraffic.no/master_files/2012_629
125,122,12615,361906,57,82075,0.270345,https://uioencryptedtraffic.no/master_files/2012_629
126,124,12705,362164,61,87469,0.280649,https://uioencryptedtraffic.no/master_files/2012_629
126,122,12705,361984,51,71579,0.294409,https://uioencryptedtraffic.no/master_files/2012_629
106,105,10905,304061,47,66680,0.284681,https://uioencryptedtraffic.no/master_files/2015_763
106,105,10905,304144,43,58692,0.258121,https://uioencryptedtraffic.no/master_files/2015_763
105,104,10815,304051,35,47437,0.249865,https://uioencryptedtraffic.no/master_files/2015_763
106,104,10905,304194,41,55689,0.246281,https://uioencryptedtraffic.no/master_files/2015_763
105,104,10815,304049,39,52430,0.275977,https://uioencryptedtraffic.no/master_files/2015_763
107,103,10995,304196,39,52511,0.265289,https://uioencryptedtraffic.no/master_files/2015_763
106,104,10905,304130,47,65223,0.263689,https://uioencryptedtraffic.no/master_files/2015_763
107,106,10995,304160,49,67582,0.279563,https://uioencryptedtraffic.no/master_files/2015_763
115,109,13939,306086,47,51391,0.363529,https://uioencryptedtraffic.no/master_files/2015_763
106,103,10905,304037,43,60324,0.260169,https://uioencryptedtraffic.no/master_files/2015_763
106,102,10905,304028,45,63426,0.266761,https://uioencryptedtraffic.no/master_files/2015_763
104,104,10713,304214,41,52685,0.286729,https://uioencryptedtraffic.no/master_files/2015_763
104,103,10725,304037,43,60324,0.281673,https://uioencryptedtraffic.no/master_files/2015_763
105,104,10815,304130,43,58867,0.283147,https://uioencryptedtraffic.no/master_files/2015_763
105,105,10741,301146,43,58620,0.278537,https://uioencryptedtraffic.no/master_files/2015_763
105,104,10815,304062,47,65155,0.264713,https://uioencryptedtraffic.no/master_files/2015_763
103,104,10635,304130,43,58867,0.256073,https://uioencryptedtraffic.no/master_files/2015_763
103,104,10635,304130,41,54151,0.303113,https://uioencryptedtraffic.no/master_files/2015_763
104,102,10725,301030,47,65223,0.258572,https://uioencryptedtraffic.no/master_files/2015_763
105,103,10815,301120,45,61973,0.252428,https://uioencryptedtraffic.no/master_files/2015_763
