Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
127,126,12795,372728,51,69973,0.316936,https://uioencryptedtraffic.no/master_files/2013_139
127,126,12795,372952,47,65223,0.281673,https://uioencryptedtraffic.no/master_files/2013_139
127,126,12795,372796,49,66863,0.278537,https://uioencryptedtraffic.no/master_files/2013_139
128,126,12885,372952,51,71579,0.262153,https://uioencryptedtraffic.no/master_files/2013_139
127,125,12795,372784,43,58867,0.263689,https://uioencryptedtraffic.no/master_files/2013_139
128,126,12885,372796,51,71579,0.270409,https://uioencryptedtraffic.no/master_files/2013_139
128,126,12885,372728,57,81045,0.283659,https://uioencryptedtraffic.no/master_files/2013_139
129,127,12975,372896,53,71763,0.277001,https://uioencryptedtraffic.no/master_files/2013_139
129,126,12975,372877,53,72199,0.279625,https://uioencryptedtraffic.no/master_files/2013_139
128,129,12885,372846,59,81071,0.284169,https://uioencryptedtraffic.no/master_files/2013_139
129,127,12975,372964,43,58867,0.268297,https://uioencryptedtraffic.no/master_files/2013_139
129,125,12975,372781,47,66680,0.263177,https://uioencryptedtraffic.no/master_files/2013_139
127,127,12795,372727,57,81032,0.290377,https://uioencryptedtraffic.no/master_files/2013_139
128,126,12885,372715,51,73036,0.272905,https://uioencryptedtraffic.no/master_files/2013_139
128,125,12885,372716,57,81045,0.284681,https://uioencryptedtraffic.no/master_files/2013_139
130,127,13353,372808,57,79111,0.290377,https://uioencryptedtraffic.no/master_files/2013_139
128,128,12885,372820,53,74757,0.273417,https://uioencryptedtraffic.no/master_files/2013_139
130,126,13066,372964,49,65416,1.109577,https://uioencryptedtraffic.no/master_files/2013_139
124,127,12525,372808,53,74757,0.272393,https://uioencryptedtraffic.no/master_files/2013_139
128,126,12885,372796,57,79575,0.286281,https://uioencryptedtraffic.no/master_files/2013_139
103,100,10636,291029,43,57783,0.247817,https://uioencryptedtraffic.no/master_files/2013_290
102,99,10545,291022,41,55617,0.264201,https://uioencryptedtraffic.no/master_files/2013_290
101,98,10455,290854,37,50714,0.272393,https://uioencryptedtraffic.no/master_files/2013_290
102,98,10545,290915,43,60324,0.257097,https://uioencryptedtraffic.no/master_files/2013_290
102,98,10545,290996,35,46155,0.241673,https://uioencryptedtraffic.no/master_files/2013_290
102,98,10545,290864,41,55107,0.250377,https://uioencryptedtraffic.no/master_files/2013_290
102,101,10545,290970,35,47361,0.251465,https://uioencryptedtraffic.no/master_files/2013_290
102,103,10545,290914,53,73062,0.277512,https://uioencryptedtraffic.no/master_files/2013_290
102,98,10545,290932,39,52511,0.248329,https://uioencryptedtraffic.no/master_files/2013_290
102,99,10545,291022,39,52439,0.251913,https://uioencryptedtraffic.no/master_files/2013_290
102,100,10545,287876,49,66795,0.253513,https://uioencryptedtraffic.no/master_files/2013_290
102,100,10545,290888,47,65155,0.252937,https://uioencryptedtraffic.no/master_files/2013_290
102,99,10545,290940,41,55463,0.253449,https://uioencryptedtraffic.no/master_files/2013_290
102,100,10545,291034,39,52511,0.242185,https://uioencryptedtraffic.no/master_files/2013_290
102,98,10545,290996,39,52133,0.246857,https://uioencryptedtraffic.no/master_files/2013_290
103,100,10623,290959,46,63574,1.06912,https://uioencryptedtraffic.no/master_files/2013_290
102,100,10545,290875,49,66268,0.264201,https://uioencryptedtraffic.no/master_files/2013_290
102,97,10545,281692,45,60507,0.256009,https://uioencryptedtraffic.no/master_files/2013_290
102,101,10545,291046,47,63685,0.272969,https://uioencryptedtraffic.no/master_files/2013_290
102,100,10545,291034,39,50973,0.248329,https://uioencryptedtraffic.no/master_files/2013_290
