Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
379,380,35475,1147998,131,197161,0.427593,2015_064
382,380,35745,1148480,129,193989,0.386057,2015_064
380,378,35565,1147974,135,205055,0.417801,2015_064
379,377,35475,1147965,123,185688,0.385097,2015_064
379,380,35475,1147998,139,209873,0.438281,2015_064
379,375,35475,1147860,121,184190,0.382025,2015_064
376,377,35205,1148118,121,182809,0.428553,2015_064
383,383,35835,1148892,127,191243,0.386569,2015_064
378,377,35385,1144807,131,198443,0.396361,2015_064
382,380,35745,1148398,125,186321,0.400905,2015_064
383,380,35835,1148622,115,173268,0.412233,2015_064
385,383,36015,1148970,125,186389,0.391177,2015_064
385,383,36015,1148970,127,188395,0.389641,2015_064
386,382,36105,1149036,123,182183,0.392777,2015_064
378,377,35385,1147884,131,200080,0.418825,2015_064
379,378,35475,1148116,133,201877,0.406601,2015_064
385,382,36015,1148958,125,185005,0.387593,2015_064
371,381,34755,1148634,115,171887,0.403977,2015_064
384,383,35925,1148970,115,171815,0.386057,2015_064
379,379,35476,1144988,137,208058,0.418825,2015_064
176,176,17205,520983,61,87469,0.296012,2017_223
176,173,17205,520947,59,84291,0.300041,2017_223
184,173,18639,520947,67,97203,0.655881,2017_223
179,176,17559,521505,65,89565,11.565321,2017_223
177,174,17295,520881,61,88850,0.283657,2017_223
176,175,17205,520971,65,92287,0.286729,2017_223
178,175,17385,521191,65,90338,0.288841,2017_223
176,175,17205,520890,69,101638,0.302089,2017_223
170,160,17485,477422,63,93464,0.302089,2017_223
176,176,17205,520985,67,96828,0.331849,2017_223
177,175,17283,520976,60,85645,1.134144,2017_223
176,174,17205,520959,69,100181,0.317449,2017_223
176,169,17205,502446,63,88321,0.288329,2017_223
176,180,17205,521033,75,105903,0.352777,2017_223
176,176,17206,521304,63,87803,0.973897,2017_223
174,174,17025,520878,69,101638,0.289289,2017_223
176,174,17205,520878,61,88926,0.310281,2017_223
176,172,17205,514702,73,105895,0.313865,2017_223
178,176,17385,521136,73,105140,0.306697,2017_223
176,173,17205,520947,57,81113,0.281164,2017_223
