Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
97,96,10107,272358,47,61015,0.305225,2014_265
95,93,9915,271928,43,58867,0.268297,2014_265
96,93,10005,271928,37,49333,0.261129,2014_265
96,92,10005,271916,39,52511,0.252937,2014_265
96,92,10005,271835,39,53968,0.246345,2014_265
96,93,10005,271847,41,57146,0.257545,2014_265
96,93,10005,271928,39,52511,0.270345,2014_265
100,94,10365,272106,43,55945,0.597577,2014_265
95,87,9915,259169,29,39314,0.256521,2014_265
95,93,9915,271942,37,49189,0.251401,2014_265
96,93,10005,271847,37,50790,0.274953,2014_265
96,94,10005,271859,41,54070,0.257609,2014_265
96,93,10005,271847,35,47612,0.252937,2014_265
96,94,10005,271859,37,50790,0.263177,2014_265
95,94,9915,271943,37,49034,0.271883,2014_265
97,93,10096,271937,43,57339,0.355401,2014_265
96,93,10005,271928,37,49333,0.248329,2014_265
96,94,10005,271859,41,57146,0.246793,2014_265
96,95,10005,271952,43,55791,0.253449,2014_265
96,94,10005,271940,45,62045,0.279113,2014_265
140,141,13965,413371,65,92287,0.312841,2011_271
141,140,14055,413608,56,78091,1.198145,2011_271
144,141,14369,413766,55,74950,11.565833,2011_271
143,140,14235,413443,59,81287,0.375305,2011_271
141,135,14055,400995,57,81113,0.299529,2011_271
141,138,14055,413335,57,81113,0.271369,2011_271
141,139,14055,413344,53,76214,0.291337,2011_271
139,141,13875,413303,61,85863,0.278537,2011_271
140,139,13965,413347,53,74757,0.287817,2011_271
141,140,14055,413359,59,84291,0.281609,2011_271
141,143,14056,413485,61,82946,0.905289,2011_271
147,143,15219,413395,57,79775,0.342089,2011_271
141,138,14055,413335,57,81113,0.264201,2011_271
141,139,14055,413347,55,76397,0.291849,2011_271
141,139,14055,413347,55,76397,0.287753,2011_271
138,134,13785,394834,51,69649,0.290889,2011_271
131,131,13155,385723,49,67013,0.271369,2011_271
141,140,14055,413297,63,90348,0.302089,2011_271
141,140,14055,413278,53,76214,0.274505,2011_271
141,138,14055,413335,53,74757,0.286217,2011_271
