Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
15,22,2175,28268,17,11080,0.268818,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
16,25,2283,28781,21,11730,11.538707,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
15,22,2163,28269,23,14701,0.26677,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
16,22,2251,28267,21,13823,0.266259,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
20,22,3458,28268,21,13087,1.155155,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
14,22,2011,28269,23,15709,0.287826,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
13,22,1923,28269,17,10551,0.264722,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
14,21,2075,27909,15,8156,0.275474,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
15,21,1646,26720,23,14320,0.270418,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
14,22,2075,28270,19,12187,0.267282,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
12,22,1382,28269,19,11428,0.268305,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
16,22,2251,28269,25,16336,0.265234,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
15,22,2175,28269,21,14340,0.268883,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
14,22,2011,28270,25,17040,0.269842,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
13,21,1987,26720,19,11427,0.270868,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
15,22,2163,28269,19,12251,0.265747,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
13,20,1987,26362,15,8358,0.276563,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
13,22,1911,28270,22,14787,0.258561,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
15,22,2163,28268,17,10551,0.288787,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
14,22,2075,28270,25,16854,0.267858,"https://en.wikipedia.org/wiki/IX_Brigade,_Royal_Horse_Artillery"
14,19,1773,24717,21,13778,0.266258,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
15,19,2153,24717,23,14654,0.268306,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
12,20,1132,26265,23,14654,0.261651,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
14,20,2065,26266,13,7279,0.265298,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
15,20,2153,26267,21,13065,0.266771,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
15,20,2153,26266,23,14655,0.257556,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
16,20,2253,26267,23,15426,0.266836,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
13,19,1977,24718,17,9792,0.264723,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
14,20,2065,26268,17,9793,0.273426,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
14,20,2065,26266,21,13063,0.26421,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
14,20,1825,26267,23,14656,0.266834,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
11,18,1737,24620,15,9737,0.266771,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
10,20,1713,26266,15,8155,0.264723,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
13,18,1977,23215,21,13064,0.265234,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
12,20,1889,26268,17,10615,0.268371,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
15,20,2165,26267,23,14712,0.265234,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
14,20,1825,26267,21,13779,0.267794,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
12,20,1813,26267,16,10407,0.240192,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
11,20,1284,26266,19,12207,0.262163,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
14,19,2065,24719,23,14656,0.265747,"https://en.wikipedia.org/wiki/Bierley,_West_Yorkshire"
