Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
47,68,5175,94220,61,44291,12.334932,https://www.washington.edu/
36,61,4003,89794,57,42459,1.027155,https://www.washington.edu/
40,63,4403,92890,61,46607,1.139284,https://www.washington.edu/
36,61,3991,91242,45,34535,1.108564,https://www.washington.edu/
35,61,3903,89794,48,36099,1.01794,https://www.washington.edu/
37,63,4079,91430,59,43499,1.006164,https://www.washington.edu/
32,63,3651,91436,42,30021,1.036372,https://www.washington.edu/
38,64,4179,91827,47,32806,0.989268,https://www.washington.edu/
47,63,5731,92890,59,44967,1.03842,https://www.washington.edu/
36,63,3991,92912,59,44845,1.083987,https://www.washington.edu/
34,61,3815,90967,55,41651,1.014356,https://www.washington.edu/
31,60,3551,87206,39,27423,1.024596,https://www.washington.edu/
36,62,3991,91342,53,39175,1.018964,https://www.washington.edu/
36,61,4195,89794,51,38099,1.17922,https://www.washington.edu/
34,64,3839,94438,49,36371,1.016404,https://www.washington.edu/
26,61,2885,90967,42,31723,1.88482,https://www.washington.edu/
31,60,3551,88268,45,33109,1.03074,https://www.washington.edu/
33,62,3727,91342,53,39559,1.0333,https://www.washington.edu/
33,63,3671,92890,51,37563,1.123476,https://www.washington.edu/
32,66,3663,96074,41,30291,1.116756,https://www.washington.edu/
14,13,2221,10749,15,6233,11.674836,https://www.jalf.com
10,11,1681,10411,13,5899,0.504404,https://www.jalf.com
7,11,1209,10411,12,6328,0.55554,https://www.jalf.com
9,11,1593,10411,11,4296,0.560212,https://www.jalf.com
8,11,1417,8957,10,4093,1.235584,https://www.jalf.com
10,11,1681,10411,11,5451,0.49922,https://www.jalf.com
10,11,1681,10411,13,5899,0.555092,https://www.jalf.com
8,10,1505,10051,12,5844,0.559124,https://www.jalf.com
10,11,1681,10411,13,5899,0.512083,https://www.jalf.com
8,10,1505,10051,10,5363,0.515092,https://www.jalf.com
14,15,2133,11713,11,5922,0.538708,https://www.jalf.com
8,10,1505,10051,12,5844,0.555028,https://www.jalf.com
18,11,4641,10411,11,4286,1.432724,https://www.jalf.com
10,11,1681,10411,13,5899,0.556564,https://www.jalf.com
10,11,1681,10411,13,5899,0.55714,https://www.jalf.com
25,24,7250,17486,27,8503,1.293908,https://www.jalf.com
11,12,1770,10511,15,6121,1.09218,https://www.jalf.com
9,11,1605,10218,12,5856,0.505428,https://www.jalf.com
7,11,1417,10411,8,3727,0.500756,https://www.jalf.com
7,9,1417,8503,8,3727,0.511572,https://www.jalf.com
