Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
31,52,3593,69435,45,29223,12.614993,https://weborama.com/
25,48,3017,65978,32,21404,1.318481,https://weborama.com/
26,48,3105,64524,42,28130,1.63232,https://weborama.com/
28,48,3281,65978,39,26400,1.334929,https://weborama.com/
29,48,3357,64524,43,26825,1.401937,https://weborama.com/
41,50,7535,67626,43,30044,1.979536,https://weborama.com/
28,48,3281,65978,33,21920,1.329809,https://weborama.com/
29,48,3381,65978,43,28019,1.358929,https://weborama.com/
29,49,3381,67526,37,22695,1.346641,https://weborama.com/
29,48,3369,65978,45,31381,1.38152,https://weborama.com/
28,50,3293,67626,43,29690,1.355857,https://weborama.com/
25,49,3017,66078,46,32862,1.396369,https://weborama.com/
26,48,3105,65978,37,24764,1.352272,https://weborama.com/
25,48,3017,65978,33,20111,1.312849,https://weborama.com/
31,51,3570,67799,37,21954,1.714833,https://weborama.com/
28,48,3281,65978,37,23811,1.306704,https://weborama.com/
26,50,3105,68374,30,18815,1.328721,https://weborama.com/
28,49,3281,66078,43,29678,1.29192,https://weborama.com/
26,50,3105,67626,37,25198,1.326161,https://weborama.com/
27,49,3181,66072,37,25174,1.942144,https://weborama.com/
79,144,7859,201895,117,86964,12.206864,https://www.viasat.com/
72,135,7075,196222,113,84231,0.390736,https://www.viasat.com/
73,137,7239,199097,99,72361,0.396817,https://www.viasat.com/
71,136,7063,197675,88,66010,0.412753,https://www.viasat.com/
71,136,7063,197607,113,84258,0.396817,https://www.viasat.com/
70,136,6975,199085,87,65304,0.386576,https://www.viasat.com/
57,109,5831,157519,88,64153,0.377425,https://www.viasat.com/
73,136,7239,197645,109,81352,0.472081,https://www.viasat.com/
72,136,7151,200460,81,60596,0.396881,https://www.viasat.com/
73,136,7239,199171,101,74308,0.384528,https://www.viasat.com/
73,137,7251,200541,105,78652,0.394833,https://www.viasat.com/
69,137,6875,199099,113,84222,0.408594,https://www.viasat.com/
72,135,7151,198886,93,70292,0.385553,https://www.viasat.com/
72,134,7151,197388,93,69513,0.401489,https://www.viasat.com/
75,138,7403,200670,101,73876,0.400913,https://www.viasat.com/
73,136,7251,200445,109,81818,0.387153,https://www.viasat.com/
72,134,7151,196094,81,59957,0.398353,https://www.viasat.com/
84,137,8531,199249,91,66248,0.471569,https://www.viasat.com/
73,136,7239,199163,115,87309,0.403026,https://www.viasat.com/
72,138,7163,200807,108,81980,0.409105,https://www.viasat.com/
