Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
15,14,2111,29572,23,23993,1.440895,https://en.wikipedia.org/wiki/The_Wash_(song)
11,13,1507,29440,12,13102,0.239617,https://en.wikipedia.org/wiki/The_Wash_(song)
14,14,1568,29439,15,15434,0.274943,https://en.wikipedia.org/wiki/The_Wash_(song)
10,13,1429,29427,11,10026,0.275007,https://en.wikipedia.org/wiki/The_Wash_(song)
14,14,2021,29439,15,13993,0.273408,https://en.wikipedia.org/wiki/The_Wash_(song)
14,13,1336,29427,17,20247,0.277503,https://en.wikipedia.org/wiki/The_Wash_(song)
12,13,1388,29426,15,15531,0.268799,https://en.wikipedia.org/wiki/The_Wash_(song)
15,13,2175,29440,15,14006,0.273471,https://en.wikipedia.org/wiki/The_Wash_(song)
9,13,1327,29428,12,14641,0.245248,https://en.wikipedia.org/wiki/The_Wash_(song)
10,13,1417,29427,16,20997,0.2432,https://en.wikipedia.org/wiki/The_Wash_(song)
13,13,1414,29441,19,22133,0.281087,https://en.wikipedia.org/wiki/The_Wash_(song)
15,13,2175,29428,13,12354,0.276479,https://en.wikipedia.org/wiki/The_Wash_(song)
15,13,1658,29428,17,18710,0.271871,https://en.wikipedia.org/wiki/The_Wash_(song)
9,13,1106,29428,10,9074,0.244224,https://en.wikipedia.org/wiki/The_Wash_(song)
10,13,1725,29441,11,9189,0.265791,https://en.wikipedia.org/wiki/The_Wash_(song)
15,13,2175,29441,15,16985,0.269823,https://en.wikipedia.org/wiki/The_Wash_(song)
15,13,2175,29440,15,14007,0.274431,https://en.wikipedia.org/wiki/The_Wash_(song)
13,13,1478,29428,15,15532,0.27136,https://en.wikipedia.org/wiki/The_Wash_(song)
12,12,1841,26255,15,15447,0.266815,https://en.wikipedia.org/wiki/The_Wash_(song)
13,13,1983,29440,16,18621,0.241664,https://en.wikipedia.org/wiki/The_Wash_(song)
16,17,1759,33921,21,19036,0.716863,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
16,15,2276,33694,17,16800,0.272895,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
11,14,1762,33670,15,16685,0.274943,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
34,38,4799,88258,33,35210,0.322111,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
16,15,2276,33695,19,21516,0.270335,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
15,16,2187,33784,21,23752,0.353791,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
13,14,1182,33670,17,19864,0.272895,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
16,14,2276,33684,15,16985,0.271935,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
13,14,1942,33669,17,19864,0.271359,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
12,14,1852,33683,17,18582,0.274943,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
15,15,2186,33696,19,22706,0.273983,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
16,15,2212,33696,19,22706,0.273919,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
11,14,1762,33671,13,13794,0.271359,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
13,14,2006,33671,15,18510,0.280063,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
12,15,1399,33683,15,15149,0.275007,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
14,14,2096,33670,15,18225,0.27136,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
13,14,2006,33670,17,19865,0.275967,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
15,14,2110,33684,20,24594,0.244224,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
13,14,1942,33670,13,13794,0.278018,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
14,14,1789,33671,17,21403,0.271871,https://en.wikipedia.org/wiki/Murder_of_George_E._Bailey
19,19,2523,38990,27,24083,0.819263,https://en.wikipedia.org/wiki/Sharif_Sharifov
13,17,1931,38783,19,18891,0.278527,https://en.wikipedia.org/wiki/Sharif_Sharifov
17,16,2291,38758,19,23328,0.274431,https://en.wikipedia.org/wiki/Sharif_Sharifov
