Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
13,15,1975,18213,9,3247,0.247313,https://en.wikipedia.org/wiki/Juskowiak
12,15,1875,18214,17,10194,0.243729,https://en.wikipedia.org/wiki/Juskowiak
11,14,1270,16667,15,7800,0.239185,https://en.wikipedia.org/wiki/Juskowiak
13,16,1944,18479,19,10579,1.124433,https://en.wikipedia.org/wiki/Juskowiak
15,17,2219,19043,23,13262,0.882258,https://en.wikipedia.org/wiki/Juskowiak
10,14,1409,16667,17,10561,0.239122,https://en.wikipedia.org/wiki/Juskowiak
12,15,1875,18215,19,11072,0.260177,https://en.wikipedia.org/wiki/Juskowiak
12,13,1875,15119,19,11072,0.238609,https://en.wikipedia.org/wiki/Juskowiak
12,15,1875,18215,19,11072,0.240146,https://en.wikipedia.org/wiki/Juskowiak
23,25,6367,19942,31,13547,0.849426,https://en.wikipedia.org/wiki/Juskowiak
26,28,7708,26389,29,14893,0.960594,https://en.wikipedia.org/wiki/Juskowiak
11,13,1787,16568,16,10797,0.243217,https://en.wikipedia.org/wiki/Juskowiak
12,15,1875,18215,17,10196,0.263697,https://en.wikipedia.org/wiki/Juskowiak
12,15,1875,18216,19,11073,0.251921,https://en.wikipedia.org/wiki/Juskowiak
12,15,1875,18217,17,9438,0.242769,https://en.wikipedia.org/wiki/Juskowiak
12,15,1875,18216,19,11073,0.244241,https://en.wikipedia.org/wiki/Juskowiak
12,14,1875,17856,17,9791,0.250385,https://en.wikipedia.org/wiki/Juskowiak
12,15,1875,18217,19,11074,0.243218,https://en.wikipedia.org/wiki/Juskowiak
11,15,1561,18216,19,11073,0.245329,https://en.wikipedia.org/wiki/Juskowiak
12,15,1875,18215,19,11072,0.241169,https://en.wikipedia.org/wiki/Juskowiak
15,20,2142,25190,17,9792,0.266257,https://en.wikipedia.org/wiki/Karma_Paljor
14,19,2054,23642,21,11943,0.266257,https://en.wikipedia.org/wiki/Karma_Paljor
15,19,2142,23642,13,5399,0.275025,https://en.wikipedia.org/wiki/Karma_Paljor
14,15,2054,16167,16,8421,1.105472,https://en.wikipedia.org/wiki/Karma_Paljor
15,20,2142,25190,23,13579,0.270865,https://en.wikipedia.org/wiki/Karma_Paljor
15,19,2142,24831,23,13579,0.265297,https://en.wikipedia.org/wiki/Karma_Paljor
15,19,2142,25090,21,13391,0.260625,https://en.wikipedia.org/wiki/Karma_Paljor
15,17,2142,22924,21,13132,0.268306,https://en.wikipedia.org/wiki/Karma_Paljor
14,20,2054,25190,23,13579,0.259602,https://en.wikipedia.org/wiki/Karma_Paljor
15,16,2143,18740,21,11256,0.980049,https://en.wikipedia.org/wiki/Karma_Paljor
16,21,2231,25292,21,13564,0.263185,https://en.wikipedia.org/wiki/Karma_Paljor
15,19,2142,23642,23,14699,0.26677,https://en.wikipedia.org/wiki/Karma_Paljor
15,18,2130,22090,19,12169,0.265745,https://en.wikipedia.org/wiki/Karma_Paljor
15,20,2142,25191,21,13823,0.274513,https://en.wikipedia.org/wiki/Karma_Paljor
15,20,2142,25191,17,9431,0.272913,https://en.wikipedia.org/wiki/Karma_Paljor
14,20,2054,25191,21,13064,0.259601,https://en.wikipedia.org/wiki/Karma_Paljor
15,20,2142,25191,21,11944,0.280658,https://en.wikipedia.org/wiki/Karma_Paljor
15,20,2142,25191,21,11944,0.28469,https://en.wikipedia.org/wiki/Karma_Paljor
15,20,2142,25191,21,12703,0.280081,https://en.wikipedia.org/wiki/Karma_Paljor
15,19,1637,23643,15,8915,0.262161,https://en.wikipedia.org/wiki/Karma_Paljor
