Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
27,24,3357,49900,25,24273,11.484932,https://doubleverify.com/
23,21,2891,48831,21,21583,0.219652,https://doubleverify.com/
22,21,2801,48831,19,18806,0.219651,https://doubleverify.com/
20,19,2621,45731,17,17165,0.221188,https://doubleverify.com/
23,21,2891,48831,23,25162,0.223812,https://doubleverify.com/
22,19,2801,48727,17,18691,0.221188,https://doubleverify.com/
8,5,1597,5481,8,6125,0.270852,https://doubleverify.com/
23,18,2891,48777,13,13383,0.215044,https://doubleverify.com/
21,20,2711,48818,21,21983,0.238147,https://doubleverify.com/
22,21,2801,48750,23,26012,0.21914,https://doubleverify.com/
23,20,2891,48752,19,18738,0.230916,https://doubleverify.com/
21,19,2711,48723,19,22851,0.223236,https://doubleverify.com/
20,20,2621,48751,19,18738,0.21818,https://doubleverify.com/
21,15,2711,37626,19,23624,0.221188,https://doubleverify.com/
18,20,2441,48739,19,19793,0.2217,https://doubleverify.com/
27,21,3269,49368,23,22930,0.415748,https://doubleverify.com/
23,20,2891,48820,17,15765,0.224771,https://doubleverify.com/
22,20,2801,48752,21,21378,0.216132,https://doubleverify.com/
23,20,2891,48818,19,20413,0.218116,https://doubleverify.com/
23,19,2891,45733,21,21515,0.220164,https://doubleverify.com/
34,28,5042,56992,33,33763,0.575556,https://www.sky.com/
22,21,2796,48934,23,26521,0.271876,https://www.sky.com/
19,20,2526,45863,20,20157,0.306692,https://www.sky.com/
20,21,2616,48951,19,19816,0.28474,https://www.sky.com/
20,22,2616,48963,25,27717,0.267268,https://www.sky.com/
21,21,2706,48951,23,26172,0.28826,https://www.sky.com/
19,19,2526,48813,23,26247,0.250884,https://www.sky.com/
20,21,2616,48951,19,19816,0.259652,https://www.sky.com/
20,21,2616,48951,21,22994,0.260612,https://www.sky.com/
20,22,2616,48949,21,21994,0.263684,https://www.sky.com/
21,21,2706,49002,23,25380,0.27546,https://www.sky.com/
23,21,2886,48937,23,23813,0.2745,https://www.sky.com/
19,21,2526,48951,27,30895,0.30362,https://www.sky.com/
20,21,2616,48934,23,23774,0.263172,https://www.sky.com/
20,21,2616,48937,23,23813,0.286788,https://www.sky.com/
20,21,2616,48934,21,23343,0.270852,https://www.sky.com/
20,21,2616,48937,19,20449,0.280068,https://www.sky.com/
22,20,2796,48906,23,29581,0.289284,https://www.sky.com/
19,21,2526,48934,19,18532,0.2745,https://www.sky.com/
24,21,2976,48937,25,29702,0.296452,https://www.sky.com/
