Nr_packets_up,Nr_packets_down,Bytes_up,Bytes_down,Bursts,Bytes_in_bursts,Trace_time,Answer
156,254,15645,383557,243,194655,0.488466,2010_266
178,248,18337,375650,251,200660,0.504914,2010_266
168,256,16989,386653,253,203004,0.505874,2010_266
173,254,17597,385011,245,195115,0.505427,2010_266
172,254,17537,384929,268,215004,0.496146,2010_266
152,255,15265,386559,197,155873,0.488531,2010_266
176,247,17925,374175,251,200441,0.573971,2010_266
198,257,20513,388201,251,200708,0.548947,2010_266
164,246,16613,371173,269,215045,0.490002,2010_266
177,253,17985,383390,279,222987,0.513107,2010_266
171,251,17373,377459,272,215394,0.764416,2010_266
174,254,17737,385011,266,213485,0.497747,2010_266
175,253,17793,386225,253,204518,0.487955,2010_266
190,253,19489,382009,269,215304,0.511058,2010_266
174,254,17725,383557,259,208047,0.558098,2010_266
173,252,17537,380461,279,224308,0.513106,2010_266
179,257,17962,388201,259,206997,0.514066,2010_266
177,253,17969,383463,269,214720,0.50389,2010_266
178,255,18093,386553,255,205109,0.492561,2010_266
135,255,13281,385105,209,166508,0.49365,2010_266
210,299,21149,453397,271,217856,0.604241,2016_383
221,305,23779,460086,333,264097,1.508946,2016_383
217,302,22093,456587,342,276096,0.572498,2016_383
221,308,22201,465875,293,233346,0.601106,2016_383
213,306,21361,464233,297,238081,0.574545,2016_383
184,304,18193,461137,273,218113,0.567377,2016_383
188,308,18649,467329,254,202148,0.554514,2016_383
215,310,21637,470425,317,254669,0.575569,2016_383
212,310,21361,470425,339,272785,0.567314,2016_383
214,310,21529,470425,311,249619,0.568401,2016_383
215,309,21657,466138,336,270766,1.129553,2016_383
215,310,21605,470425,361,289496,0.588369,2016_383
205,311,20461,471973,329,264305,0.562257,2016_383
216,306,21745,466838,245,195290,0.599057,2016_383
180,309,17781,468877,245,193840,0.561745,2016_383
230,311,23309,471973,371,298048,0.587793,2016_383
220,310,22709,470425,335,269739,0.574545,2016_383
214,306,21553,464233,335,268785,0.568913,2016_383
206,307,20621,464642,331,263673,0.670225,2016_383
202,312,20317,472067,298,240695,0.620625,2016_383
105,176,10965,262433,186,148224,0.393745,2011_572
114,180,11873,267171,148,114611,1.06656,2011_572
108,178,11237,265529,161,126972,0.391697,2011_572
106,176,11017,263887,159,124374,0.411665,2011_572
108,177,11241,263981,159,124704,0.390225,2011_572
109,175,11353,262339,155,121457,0.397841,2011_572
109,176,11365,262433,161,125949,0.407633,2011_572
113,175,11861,262339,143,109965,0.438289,2011_572
115,179,11985,267246,177,137893,1.212049,2011_572
95,165,9430,246859,147,113975,0.403473,2011_572
114,174,11925,260791,173,135970,0.427539,2011_572
108,175,11217,260885,175,137425,0.379475,2011_572
101,172,9976,257695,181,142310,0.388626,2011_572
107,176,11093,262433,189,147557,0.386642,2011_572
108,175,11285,262339,179,141185,0.385554,2011_572
102,175,10569,262339,149,116489,0.39477,2011_572
111,173,11681,257789,155,121089,0.425042,2011_572
118,177,12337,263981,177,140313,0.406546,2011_572
111,177,11573,263981,185,147111,0.507985,2011_572
115,178,12001,265529,173,136980,0.400402,2011_572
142,199,14720,297118,165,129978,0.500305,2014_1014
137,210,14050,315606,189,149385,0.458258,2014_1014
132,198,13690,295570,210,166154,0.460369,2014_1014
141,213,14486,320244,211,166123,0.449042,2014_1014
131,202,13458,301762,203,160828,0.451602,2014_1014
137,211,14066,317148,209,165821,0.481874,2014_1014
116,213,11714,318959,209,165493,0.427026,2014_1014
138,209,14146,312598,227,180569,0.436818,2014_1014
128,209,13182,314052,164,129621,0.44597,2014_1014
152,208,17764,312504,199,156577,0.845393,2014_1014
140,214,14396,316902,216,168523,1.358912,2014_1014
139,212,14274,317242,189,150471,0.451665,2014_1014
136,211,13942,315694,193,152697,0.458769,2014_1014
142,210,14674,315600,213,168897,1.314449,2014_1014
134,212,13874,317242,179,141148,0.493074,2014_1014
153,216,19200,318399,214,165837,1.34464,2014_1014
141,213,14436,315894,223,175862,1.329745,2014_1014
144,212,14774,314407,211,162055,1.018514,2014_1014
137,212,14102,317242,189,149400,0.459793,2014_1014
137,205,14066,306406,229,180846,0.450577,2014_1014
276,397,27417,604569,405,327692,0.687186,2016_873
272,399,28568,601645,417,330625,1.267793,2016_873
262,396,25729,603021,383,307300,0.666705,2016_873
266,397,26217,606023,449,362434,0.679954,2016_873
266,396,26201,601736,409,330625,0.672337,2016_873
224,395,21545,602854,347,279232,0.665169,2016_873
249,398,24309,606117,361,289865,0.666129,2016_873
286,397,28681,606023,381,307345,0.745042,2016_873
261,398,25673,606117,413,334279,0.667218,2016_873
291,394,29169,601385,425,342902,0.693266,2016_873
265,400,26046,610600,405,326341,1.17717,2016_873
230,404,22153,614024,343,273465,0.656977,2016_873
244,380,24105,580070,366,295417,0.66357,2016_873
250,402,24453,613670,391,315584,0.700497,2016_873
254,395,25057,602927,405,326673,0.661073,2016_873
242,399,23549,609119,375,302569,0.653842,2016_873
261,404,25649,616859,375,301654,0.669266,2016_873
262,402,25502,613763,371,298274,0.702034,2016_873
264,404,26005,613957,397,319806,0.674834,2016_873
258,398,25365,606117,407,328948,0.723537,2016_873
65,122,7097,179987,105,80353,0.335953,2014_051
67,122,7305,178702,95,70908,0.519762,2014_051
69,125,7461,181030,92,68998,0.326673,2014_051
66,120,7185,176891,95,73232,0.330321,2014_051
67,125,7261,181735,108,81986,1.197633,2014_051
67,123,7273,180081,99,74942,0.33333,2014_051
66,121,7173,176985,111,85118,0.324689,2014_051
66,122,7185,181447,117,90169,0.324626,2014_051
66,122,7185,178533,101,76297,0.324114,2014_051
67,122,7273,178533,103,79273,0.325202,2014_051
68,123,7361,180081,109,82885,0.313362,2014_051
66,120,7173,176897,113,86885,0.331282,2014_051
67,123,7285,181535,111,85273,0.334418,2014_051
68,126,7385,184725,89,68263,0.332306,2014_051
71,116,7817,169245,115,88592,0.37685,2014_051
65,122,7085,178533,113,85876,0.337489,2014_051
63,122,6909,177079,102,79615,0.313874,2014_051
73,122,8559,179987,97,73961,0.570897,2014_051
67,123,7285,181535,113,87980,0.329809,2014_051
65,122,7085,179987,101,77069,0.326673,2014_051
384,636,36601,973719,579,467487,0.935505,2017_914
404,634,38869,970454,619,503023,0.99029,2017_914
375,631,35721,967264,545,439891,0.962129,2017_914
375,632,35729,968812,539,437272,0.95957,2017_914
384,633,36621,968906,591,477455,1.184849,2017_914
377,635,35897,973456,599,485285,0.963154,2017_914
394,637,37779,975098,479,385743,0.983122,2017_914
390,634,37373,971908,627,509612,0.987217,2017_914
387,629,36981,964168,655,532596,0.946257,2017_914
377,637,35857,976552,629,509869,0.987217,2017_914
420,636,41033,975004,647,525517,0.969297,2017_914
363,625,34341,956522,579,468720,0.90325,2017_914
380,635,36185,970548,602,488085,1.130047,2017_914
380,634,36169,971908,629,510041,0.927825,2017_914
378,631,36025,965822,583,470985,0.91605,2017_914
382,635,36393,973456,587,475075,0.927825,2017_914
387,639,37065,979648,606,493156,0.946257,2017_914
387,627,37029,961078,635,514852,0.948817,2017_914
